	System-Id	WM1	WM2	distance	drug-offset-end	drug-offset-start	relType	sideEffect-offset-end	sideEffect-offset-start	Sentence
13869	89528875-0d47-469b-9b94-c64d8a48f6f1	arimidex	i had problems		197	189	negative	215	201	i now take arimidex as i had problems with the tamoxifen but i suffer with joint stiffness in my hands and my knees and now my hips are painful.
13870	89528875-0d47-469b-9b94-c64d8a48f6f1	tamoxifen	i had problems		234	225	negative	215	201	i now take arimidex as i had problems with the tamoxifen but i suffer with joint stiffness in my hands and my knees and now my hips are painful.
13872	896223ed-f363-4502-8f87-c714975e9279	taxatier	did not work		586	578	negative	611	599	not sure of spelling lol i know that all cancers r different with everyone but there has got to be a point in which they start to be the same, some where around this point .we go to ctca in the morning to see if this chemo is working taxatier and jevtana did not work .
13873	896223ed-f363-4502-8f87-c714975e9279	jevtana	did not work		598	591	negative	611	599	not sure of spelling lol i know that all cancers r different with everyone but there has got to be a point in which they start to be the same, some where around this point .we go to ctca in the morning to see if this chemo is working taxatier and jevtana did not work .
13874	8972d835-1c17-4ed6-9e29-5eefaf54a011	abraxine	no longer working		1179	1171	negative	1152	1135	not dissimilar i suppose to all those that have had forfirinox which is no longer working and cannot access abraxine.
13875	8990a5c0-eff8-48c4-81da-eb60089e9579	avastin	severe side effects		91	84	negative	346	327	for my mom's particular situation, she's experienced the severe side effects of avastin.
13876	89a8d6e1-737e-47dd-9c58-9412ccd8e461	tamoxifen	is not working		162	153	negative	324	310	i haven't been re-diagnosed yet (a spot showed on a ct scan, for some reason, doesn't show on a pet scan), but it seems likely that the tamoxifen is not working and another nodule has reared its ugly head.
13880	89be4c14-9331-4694-9c89-559c893d5710	femara	serious side effects		76	70	negative	66	46	numbness is listed as one of the potentially serious side effects of femara that should be reported immediately to the doctor.
13881	89cc665b-29c9-4ee0-824b-d27939bdfa40	tarceva	stopped working		112	105	negative	630	615	if anyone has any advice or information about why tarceva stopped working and what to expect next.
13882	89d15d2c-570a-4560-95dc-e081c09b7944	tarceva	no longer working		41	34	negative	62	45	hi trish, sorry to hear that the tarceva is no longer working.
13884	89d25cb9-9d27-4bce-9cb6-f3ddbfceaf24	tamoxifen	it has not improved		76	67	negative	275	256	had bad joint pain on tamoxifen and it has not improved since i've been off it.
13886	89f221c7-fc3d-4464-9cff-3c1a6cb81c90	aromasi	did not work		175	168	negative	189	177	aromasin did not work so we tried faslodex.
13887	89f221c7-fc3d-4464-9cff-3c1a6cb81c90	faslodex	did not work		210	202	negative	189	177	aromasin did not work so we tried faslodex.
13892	89f72761-06f4-475e-9d0a-aa9aeb351de4	tamoxifen	hated it		174	165	negative	209	201	i was on tamoxifen after my breast ca dx and hated it.
13894	8a0a9ed2-8648-4e46-9d36-feb88c103984	taxol	is hard		124	119	negative	132	125	taxol is hard specially with so many rounds.
13895	8a11d9a0-69a6-4c31-9d47-76e5b61e4139	faslodex	didnt work		708	700	negative	726	716	faslodex/aredia didnt work.
13896	8a137c86-c206-4aba-9533-f7477854ad64	tamoxifen	unable to tolerate		930	921	negative	916	898	i tried to explain through my tears that i was only trying to make sure i was doing what i could to make sure i would tolerate the femara since i was unable to tolerate the tamoxifen due to the bone and joint pain.
13897	8a14352d-7f71-41f0-9d4c-d5fcd96a9900	tamoxifen	hated taking		569	560	negative	760	748	she said she hated taking the tamoxifen because of the dry skin and nails she had from it.
13899	8a1b9396-7702-4b08-9d5d-a072f91de640	taxol	was worse		83	78	negative	93	84	the leg pain i got from taxol was worse.
13900	8a33f445-177e-4558-8537-d8d93cdbe640	carboplatin	not as effective		41	30	negative	62	46	i read from that in a study, carboplatin was not as effective as cisplatin for sschn.
13901	8a33f445-177e-4558-8537-d8d93cdbe640	cisplatin	not as effective		75	66	negative	62	46	i read from that in a study, carboplatin was not as effective as cisplatin for sschn.
13902	8a3b2eb8-317f-4d64-831d-a754245a9289	temodar	stop working		49	42	negative	67	55	this is the first time i have heard that temodar will stop working.
13903	8a40e575-6f36-4051-9db2-b81a4271ef79	tamoxifen	stopped working		28	19	negative	61	46	i was switched to tamoxifen after the xeloda stopped working and i had progression in my liver.
13905	8a5428da-d443-4a0d-9dde-ad1b046f7941	arimidex	it was a breeze		80	72	negative	59	44	it was a breeze compared to arimidex which i only tolerated 3 weeks.
13906	8a5fda40-d123-4e36-9df9-5ec21ae667c4	taxol	could not tolerate		165	160	negative	159	141	i could not tolerate taxol and taxotere has been worse than ac for me in regards to se's but nothing as bad as what you have described.
13907	8a5fda40-d123-4e36-9df9-5ec21ae667c4	taxotere	could not tolerate		178	170	negative	159	141	i could not tolerate taxol and taxotere has been worse than ac for me in regards to se's but nothing as bad as what you have described.
13908	8a67b4ff-f78f-4497-9e0b-4e5fd4018d69	abrax	hated it		57	52	negative	73	65	i had that with abraxane and hated it.
13909	8a6a0173-622a-4160-9e10-8e510f964400	tamoxifen	hate it		275	266	negative	307	300	i am about 7 weeks into tamoxifen ( half dose) and really hate it.
13912	8a714656-3488-47c9-8c9c-b9eabec984a1	anastrozole	it stopped working		271	260	negative	466	448	i was on tamofixen but it stopped working so was changedto anastrozole and the zolodex is to switch my ovaries off!i was originally diagnosed with primary bc in 2012 so this has been knocking about in my body for nearly 4 years!
13913	8a7d86b2-e456-4578-9e3d-26def03e5e40	taxol	i feel like i sailed through		74	69	negative	172	144	i feel like i sailed through a/c dd compared to taxol!
13914	8a861e19-7109-451d-9e50-c98b508760e1	taxotere	she is having a rough time		2205	2197	negative	2236	2210	-ladies gracie had informed me that prayers are needed for one of our sisters susie, who has had surgery and rads and is now starting taxotere and she is having a rough time.
13915	8a9907d7-07cc-4335-9e7c-078260e90111	femara	not working		492	486	negative	538	527	she is giving femara because she said the tamoxifen is not working on her 2 people.i am 44 years old and it will make a year in jan, however mamogram suspection was in dec but biopsy and confirmation was on the 9 jan 07 and my surgery (mastectomy) was on 30 jan 07it looks like we are a minority using this eligard shot, would love to hear more and see if other people have side effects.
13916	8ab18a3f-ad90-4d4e-9eb4-19d9e2298924	taxol	was a breeze		79	74	negative	173	161	ac was a breeze compared to the pain i experienced with the taxol.
13917	8acaacbc-ae08-47a6-9eed-a4b6108a0a04	taxol	kicked my butt		6	1	negative	25	11	taxol #11 kicked my butt and sent me to the emergency room with a fever.
13919	8accba74-d3b1-4aa4-8432-5453c53ed829	gemzar	is not working		167	161	negative	182	168	i'm sorry the gemzar is not working for your wife.
13921	8af89d79-03b9-46af-9f56-ec3551d09179	tamoxifen	few problems		347	338	negative	535	523	you mention that you are on tamoxifen, so must be hormone positive, many ladies on here have had their bc controlled by hormones for many years, you could be changed to an ai or chemo tablets ( i take xeloda with few problems!)
13922	8af89d79-03b9-46af-9f56-ec3551d09179	xeloda	few problems		517	511	negative	535	523	you mention that you are on tamoxifen, so must be hormone positive, many ladies on here have had their bc controlled by hormones for many years, you could be changed to an ai or chemo tablets ( i take xeloda with few problems!)
13923	8b03d7da-8ac4-4470-9f70-ac94bd3d0900	tamox	could not tolerate		125	120	negative	34	16	wintersocks- i could not tolerate letrozole off the bat and was in utter misery at 5 wks so i stopped and went back on tamox.
13924	8b03d7da-8ac4-4470-9f70-ac94bd3d0900	letrozole	could not tolerate		44	35	negative	34	16	wintersocks- i could not tolerate letrozole off the bat and was in utter misery at 5 wks so i stopped and went back on tamox.
13925	8b18bd80-5aa4-4747-9fa0-9f7fda23d909	taxol	had a hard time		25	20	negative	734	719	i had a hard time on taxol in terms of fatigue.
13926	8b2d68d0-a130-4b59-9fd0-13a821eec649	navelbine	stopped working		62	53	negative	113	98	hello, my sister (stage iv, mets to bones), started navelbine a couple weeks ago after tamoxifen stopped working.
13927	8b2f1bd4-a419-4f5b-9fd3-fab57b01ab71	faslodex	is not working		147	139	negative	162	148	he didn't seem that concerned with the change in hormone status, just that the faslodex is not working (since he thinks anti-hormonals can mask their true status).
13929	8b441564-ced3-45cb-98b0-8be9f063aeb1	yervoy	did not work		735	729	negative	754	742	he first had whole brain radiation then yervoy which did not work.
13930	8b467b28-4c16-43dc-9009-acc8fe9b0a90	aromasi	stopped working		135	128	negative	100	85	hi ejnova, so sorry i did not mention that i started out with taking faslodex, that stopped working at 3 years and now i am on aromasin for the past 7 months.
13931	8b467b28-4c16-43dc-9009-acc8fe9b0a90	faslodex	stopped working		78	70	negative	100	85	hi ejnova, so sorry i did not mention that i started out with taking faslodex, that stopped working at 3 years and now i am on aromasin for the past 7 months.
13932	8b49174e-d90f-4961-900f-ac5a084fdf99	xel	stopped working		78	75	negative	100	85	i wanted to tell you that the trykerb/xelosahas stopped working for me, but i wanted to say for 2 years it hasgiven me the strenght to keep going and look towards the next drug.
13933	8b6b01fd-eae6-4ebc-905d-a96a02177790	aromasi	stopped working		195	188	negative	230	215	so they switched me to aromasin for 1 yr and that stopped working.
13935	8b6b01fd-eae6-4ebc-905d-a96a02177790	arom	stopped working		192	188	negative	230	215	so they switched me to aromasin for 1 yr and that stopped working.
13937	8b72529b-183b-4b19-8dba-406dcfded341	herceptin	not helping		184	175	negative	100	89	hiya, sorry to hear your phlea-bites are still bothering you, bummer about the hirudoid not helping :-( as for heart problems, they give you muga scans fairly often while on herceptin to monitor heart muscle strength if the figure dips they may delay a session for a week or so but it's all precautionary.
13938	8b824741-337f-478a-9093-3697797212c4	arimidex	hard time		125	117	negative	40	31	debi,if you are having such a hard time on femara you may want to talk to your oncologist about switching to either arimidex or aromasin.
13938	8b824741-337f-478a-9093-3697797212c4	arimidex	hard time		125	117	negative	40	31	my sister had a very hard time on arimidex and switched to femara and is doing better.
13939	8b824741-337f-478a-9093-3697797212c4	aromasi	hard time		136	129	negative	40	31	debi,if you are having such a hard time on femara you may want to talk to your oncologist about switching to either arimidex or aromasin.
13940	8b824741-337f-478a-9093-3697797212c4	femara	hard time		50	44	negative	40	31	debi,if you are having such a hard time on femara you may want to talk to your oncologist about switching to either arimidex or aromasin.
13940	8b824741-337f-478a-9093-3697797212c4	femara	hard time		50	44	negative	40	31	my sister had a very hard time on arimidex and switched to femara and is doing better.
13941	8b890ff8-dfb5-4120-859a-076c5fc33a40	sutent	stopped working		33	27	negative	291	276	sutent stopped working for him so now he's going on torisel starting next week.
13942	8b890ff8-dfb5-4120-859a-076c5fc33a40	torisel	stopped working		328	321	negative	291	276	sutent stopped working for him so now he's going on torisel starting next week.
13943	8b9f0aed-a0e6-4b4e-90d5-74a082909124	tamox	fewer side effects		15	10	negative	76	58	i was on tamox for 2 1/2 yrs, then switched to aromasin, fewer side effects.
13944	8b9f0aed-a0e6-4b4e-90d5-74a082909124	aromasi	fewer side effects		55	48	negative	76	58	i was on tamox for 2 1/2 yrs, then switched to aromasin, fewer side effects.
13945	8bb3f3a1-1b46-4275-9105-a4197faaad91	ixempra	did not work for me		249	242	negative	276	257	i guess the ixempra/xeloda did not work for me.
13946	8bb3f3a1-1b46-4275-9105-a4197faaad91	xeloda	did not work for me		256	250	negative	276	257	i guess the ixempra/xeloda did not work for me.
13947	8bc2302e-e01f-42da-9126-77383b1e5c04	arimidex	did not gain weight		81	73	negative	287	268	i did not gain weight on it, in fact i lost 15 pounds between a year ago march and now, and i only stopped taking the arimidex in february of this year.
13951	8be04cc3-38c9-4671-916b-efa393ae49b9	navelbine	it stopped working		291	282	negative	316	298	since stage iv dx, a little over mos of navelbine until it stopped working.
13955	8bf05fac-f3bc-460c-8660-26b2d41110e1	temodar	did not work		468	461	negative	630	618	radiation and temodar did not work.
13957	8bf0f6a5-c440-4b8a-9192-67de46fe22c4	taxol	fewer side effects		124	119	negative	676	658	it seems that studies have shown that there are fewer side effects with the oral overall and good news for most neuropathy is less of a problem.i have been having regular blood s during the day to the levels of taxol in my system.
